review_text,label
"I saw this film at Temple University. I cannot imaging that anyone will ever see this film in a theater (projected on film). The acting is similar to Saved By The Bell (The TV Show). The plot is simple and unimaginative. The sound recordist likes the sound of wind and the DP needs a light meter. Vampires, Vampires, Vampires.<br /><br />Don't waste your money.",0
"A holiday on a boat, a married couple, an angry waiter and a shipwreck is the reason to this films beginning.<br /><br />I like boobs. No question about that. But when the main character allies with whoever happens to have the most fish at the moment, mostly by having sex with them and playing the role of the constant victim, my anger just rises to a whole new level. Take two guys (a husband and another man), put a pure bombshell woman in the middle of them, ad a deserted island, subtract all her moral issues, ad a whole bunch of moral issues to the men and mix it in a big bowl of arguments, fish and a zippo lighter and you will come up with a piece of junk movie like this. <br /><br />The acting is, I would say, good. There are some bloopers but not many as far as i could see. The main female character makes me sick. This is due to her lack of moral values. The man with the most fish get's her attention. Even though one of them is her husband, she sees no problem with being unfaithful with (Manuel) the other man because ""I must do it to survive"". How can you justify having sex with another man for fish when your husband is 30feet away? And he won't even benefit from it? The female character has absolutely no problems to justify anything that she does. If she doesen't get approval for her actions, she's a victim.<br /><br />I recommend everyone to see this movie. This is the kind of movie that will make just about everything else you see this year a pleasant movie experience.",0
"OK..this movie could have been soooo good! All generations have been exposed to Thunderbirds and have come to love it and this film had some of the features one would look for in a good thunderbirds movie. The craft themselves and Tracey Island were realistically transferred to the big screen, whilst still keeping to the designs we fell in love with. Sophia Miles was, simply, fantastic, as Lady P and Bill Paxton, whilst not exactly who I envisaged Jeff Tracey being, was solid enough...but then the adults were taken out of the equation and we were asked to believe 8 year olds could fly 200 tonne machines.<br /><br />It's not so much the fact that the movie was centred around the children that made me feel like Jonathon Frakes was slapping me with a wet fish and laughing at my hard earned money spent on the film, it was the fact that Alan Tracey was so obnoxious in the film and that he seemed to be as able to fly the machines as well as his brothers...who were at least 19/20. Seriously, these are some pretty damn simple machines to use if this is the case.<br /><br />The film didn't seem to know whether it wanted to be serious or farcical. It tried to pay homage whilst satirising and it just generally fell flat on its face. 3/10 (2 for the machines, 1 for Lady P)",0
"The script for this TV soap opera is so bad that even A. Hopkins at some point had to play like an undergrad drama-student so as to bring some life in his script-dead character. I do not know whether this was the purpose of the director, but Hopkins' Ciano reeked nothing but vanity, fear and lack of self-esteem. The real Ciano possibly was all that but then, why make a movie about him? Mussolini was a bit more convincing, and his long way down was as if closer to the truth. Edda Mussolini was plain ridiculous (not because of Sarandon, but because of the impotent script), while she had to be the central character of this alleged familial drama. Watch it only if you enjoy Venezuelan soap opera.",0
"Gritty drama? Emotionally powerful? Blah! The BBC has lost out big time to masterful productions such as The Wire, Sopranos and Carnivale from HBO. Okay, so the budget may be a lot smaller but 'The Street' last night was badly acted, predictable, unrealistic, stereotypical, insensitive and a big fat waste of time. TV (British TV) is not as good as it used to be and is falling further and further behind the American productions.<br /><br />There was no sense of brutal violence from the 'local gangster'. There was no indication that this man was 'insane' enough to beat up a man he has respected for such a long time. There was no remorse when he did it and this shouldn't be the sort of character that would back down when Bob Hoskins called his son a pansy, in a display of 'bravery'.<br /><br />I wish I was more eloquent to express my disdain for this show, but I am not and although I can't prove my point well enough, believe me when I say that this was rubbish, shock TV, that provides no real inward looking perspective on life.<br /><br />1/5 stars.",0
"I have to say I was really looking forward on watching this film and finding some new life in it that would separate it from most dull and overly crafted mexican films. I have no idea why but I trusted Sexo, Pudor y Lagrimas to be the one to inject freshness and confidence to our non-existent industry. Maybe it was because the soundtrack(which I listened to before I saw the film) sounded different from others, maybe it was because it dared to include newer faces(apart from Demian Bichir who is always a favorite of mexican film directors) and supposedly dealed within it's script with modern social behaviour, maybe because it's photography I saw in the trailers was bright and realistic instead of theatrical. The film turned out to be a major crowd pleaser, and a major letdown. What Serrano actually deals here with is the very old fashioned ""battle of the sexes"" as in ""all men are the same"" and ""why is it that all women...;"" blah,blah,blah. Nothing new in it, not even that, it uses so much common ground and clichè that it eventually mocks itself without leaving any valuable reflexion on the female/male condition. Full of usual tramps on the audience like safe gags about the clichès I talked about before(those always work, always) and screaming performances(it is a well acted film in it's context)..and by screaming I mean, literally. The at first more compelling characters played by Monica Dionne and Demian Bichir turn out to be according to Serrano the more pathetic ones. I completely disagree with Serrano, they shouldn't have been treated that way only to serve as marionettes for his lesson to come through...he made sure we got HIS message and completely destroyed their roles that were the only solid ground in which this story could have stood. Anyway, it is after all, a very entertaining film at times and you will probably have a good time seeing it (if you accept to be manipulated by it).",0
"This story had a different angle that intrigued me, enough to buy a previously-viewed VHS sight-unseen. That was a mistake.<br /><br />In what could have been a very nice story - about badly crippled people at a hospital, and their various personalities - turned quickly into a very profane soap opera with unlikeable characters.<br /><br />We have ""Bloss"" (William Forsythe) the stereotype racist white person, who says the f-word every other sentence and is so despicable they didn't give him a first name in the movie. He's a lot of fun to be around. Then, there is ""Raymond Hill"" (Wesley Snipes), a fast-talking womanizer. Snipes must have liked those fast-talking ""hip"" arrogant roles because he played in a number of them, like in ""White Men Can't Jump."" Then there is sweet Helen Hunt playing ""Anna"" that wonderful caring, loving person who is having an adulterous affair with the leading character in the film, ""Joel Garcia"" (Eric Stoltz).<br /><br />Yup, this is heartwarming, feel-good type stuff. It just makes my heart melt watching these nice folks. But, if you are one of those who loves sleazy characters portrayed by sleazy people in this sleazy film.....you might really like this! Add in a dose of Hollywood political correctness and there you go! What more could anyone want?",0
"This makes the third Errol Morris movie I've seen, and I'm increasingly not liking his style. He seems to find very interesting and varied characters, great personalities to create documentaries for, and then with tongue-in-cheek editing make fun of everything they are about. It's never really a direct caricaturation of them and Morris seems most of the time to be saying, ""But no, no, these people are really fascinating, really!"", but there's always these subtle little canted angles and not-so-subtle editing techniques that show that Morris seems to be mocking them behind their back.<br /><br />This movie tracks four people who break the traditional boundaries of organic separation... a man who studies African hairless molerats to find that they are amazingly ant-like, a lion tamer, a man who keeps a garden full of animal-shaped shrubbery, and a robot designer. The general theme of the film seems to revolve around the question of what designates animal, human, and life features? So the title of Fast, Cheap, & Out of Control doesn't really seem to mean anything in terms of the movie... right? Except of course Morris seems just a little disturbed by these individuals' passions (he might call them ""obsessions"") making synthetic designs on life. I share not that fear and honestly don't appreciate some of the connections Morris makes in the film.<br /><br />But I stress his subtlety. With no voice-over narration and leaving the words entirely to the interviewees, it's not as if Morris ever pounds that anxiety onto the spectators' collective head. Instead he mixes circus footage and ant footage together often at times when they're taken out of the context of the circus and the ants, showing a sort of collective absurdity behind what all of these people are talking about. I don't find them absurd, I find them all very neat and interesting individuals.<br /><br />Unless, of course, he didn't intend such juxtapositions, which means he's just a bad craftsman instead of a silent subverter. Considering none of this films I've seen so far have particularly impressed me, I don't really care to find out what he's trying to do.<br /><br />--PolarisDiB",0
"I'd chose either over this film. This film has been in my ""must see"" list for a while because people talked about it being ""disturbing"" and also the VHS box contains lots and lots of quotes from people saying how ""amazing"" it is, or how ""as close as you can get to texas chainsaw massacre"" and lines like that. But, sorry folks, I was disappointed big time. The idea is interesting, but the script is SO underdeveloped that each character becomes a mistaken creation of evolution and people do indeed to the dumbest films in the film.<br /><br />That, in turn, takes away any credibility that the plot may have otherwise had. I couldn't believe how unnecessarily loooooong some ""where is he, let's find him"" sequences were. A few gory moments to please the gore fan, but they are so few that by the time we get to them there's no point. If Luther's a geek, then the filmmakers must really be down on the food chain.",0
"Like another ticket buyer I saw a nice cute poster about this film, it's five star review, and awards won. Thought what the heck, let's by a ticket for myself and my two sons. BAD IDEA. The movie was not a family film, it was gratuitous, and it contained nothing worth watching.",0
"A box with a button provides a couple with the opportunity to be financially free, but the cost is the life of someone they've never met. This is a very tedious film to watch. Richard Kelly, who wrote and directed it, decided to make a film without any payoff. You are taken on a ride of slow build ups, one after the other with minor revelations at best. At certain moments, I thought to myself, this will have major significance at the end, but nothing does. The film just leaves one thinking, ""This story could have been told in 30 minutes, without all the stretched out nonsense."" I will hope you avoid this god-awful film and maintain your sanity by doing so.",0
"The only way I can feel good about having handed over these precious minutes of my life is everyday telling someone how awful it was. And even if I say it once a day, every day for the rest of my life I will not fully get my point across. Just dumb.<br /><br />There's a difference in movies like this and movies like Elephant or Fat Guy Goes Nutzoid, two of my other least favorite movies. The latter two were terrible, yes, but that was that. Evan Almighty takes a strong cast and attempts to kill them all. Wanda Sykes, Jonah Hill, John Goodman and Steve Carrell...WHY GOD WHY!? All these people have much better talent, now every time I see any of them I will think of this terrible movie.<br /><br />The only reason I gave this a 2 instead of a 1 was when I saw the movie, there was a mentally challenged elderly woman who thought the barrage of bird poop and getting-hurt-by-tools-while-building jokes were so funny that she didn't stop laughing the entire time, nearly stroking out at several times.",0
"Just because an event really happened doesn't mean that it will make a good screenplay/ movie. The Cat's Meow, by Peter Bogdanovich claims to be based on actual events which happened on a cruise hosted by William Randolph Hurst. The writer paid more attention to creating a bizarre cast of characters than taking time to create a story for the bizarre characters to inhabit. The key moments of the story seem implausible; for example, when Hurst accidentally shoots the producer, believing him to be Chaplin. Basing a key element of a story on someone wearing the wrong hat is trite and contrived. The story attempts to be a dark comedy, but The Cat's Meow misses an important piece of this equation, comedy. There is also a lack of empathy for any of the characters. It hardly matters who is shot, who is killed, who is guilty and who is innocent. There is not a strong character to cheer for. As a result the conflicts are difficult to care about and the eventual outcome is incidental.",0
"This gets a two because I liked it as a kid, but it became so redundant that I just started to hate it... I can't give this a descriptive review because it would be restating one thing after the other, I probably wouldn't say anything that everyone else didn't say already.<br /><br />The only other thing about this show is that it's pretty nasty, with the kid with the boil to that twisted babysitter to the stupidity that runs around and about in it. I have a cousin that loves this show and he's the strangest and dumbest person I have met. This show should be pulled from the air. It's always the same thing over and over... They need to put better shows on Nick. I'm getting really really tired of stuff like this.",0
"*POSSIBLE SPOILERS AHEAD*<br /><br />I'll only say what hasn't already been said here (and I'll continue this for the rest of my WWF/WWE comments).<br /><br />If you're going to have a Women's title match, at least make it interesting, rather than just a squash to put over the current champion. I guess Moolah couldn't handle an intense match but they wanted to have the legend in a WrestleMania.<br /><br />I thought the Killer Bees were wasted in WrestleManias, especially here. I became a fan in 1989, about a year after the B. Brian Blair was gone and Jim Brunzell became a canvas back. So I didn't realize for a while that they were a top tag team, even top contenders.<br /><br />But I loved seeing Bill Fralic in the battle royal. He really came into his own here, creating a cocky heel character in a pre-match interview and even making an elimination in the battle royal. Besides Steve McMichael and Kevin Greene, he is the only professional athlete from my generation with any respect for wrestling (anyone remember Dennis Rodman?). And what was with the Hart Foundation's ridiculous green tights?",0
"Rumor has it that when the NASA Technical Advisors to this film were asked to keep the picture believable, they laughed for several hours. After all, unless you are a politician or work/crew the shuttle, you are not going to get in the shuttle. Furthermore, Space (Cadet) Camp is in Alabama, not Florida.<br /><br />The truth is everyone on Earth will win multi-billion dollar lottery prizes before the events depicted in this film ever become possible. This film was meant for kids, and had to have been written by one, because they are not aware of the myriad restrictions and requirements regarding access to KSC/CCAFS.<br /><br />This is the most useless film of all time, and it was a well deserved flop.",0
"Sly Stallone is hardly the finest actor in the world but compared to his brother, Frank...well, roll out those awards now! Mullet haired, muppet Frank seems to think that every part he plays, calls for him doing the role as an American/Italian Wise-guy refugee from the 'Godfather.' Please, somebody make him an acting offer 'he can refuse!' This film just stinks the place out, even by the terrible overacting in this, Frank still steals the acting dishonours. All the people compensate for their lack of talent by shouting their lines and throwing their arms about, gesticulating wildly in a style that went out of fashion back with silent films.<br /><br />The plot, what there, is, makes no sense as a meteor lands and turns all the women into sex-crazed nymphets but as this is 15 certificate film, that just means they strip to their underwear and make moaning sounds like dogs on heat. What happens in the end, I'm not quite sure as I was losing the will to live long before the film finished.<br /><br />Avoid this like the plague and watch 'Deep Impact' for a reasonable film about a meteor about to hit the earth.<br /><br />N.B. Point of order: when one of the female leads strips down to her underwear, she has her knickers/panties under her suspenders/garter belt, it's knickers over the suspenders to allow women to go to the toilet with less fuss. A trivial point, perhaps, but shows how dumb this film is when they can't even get this right!",0
"This movie was boring! <br /><br />Yes, there are a few funny moments and jokes, but you cannot base a whole movie on that! <br /><br />The characters are too stereotyped, there is no real story - but short episodes with freaky side-characters, who are not freaky enough to make the plot genuine.<br /><br />Shame, because most of the actors are acknowledged in Hungary, a mystery why they took the roles. <br /><br />This is *not* a new hope for the Hungarian film. It was boring, though it was meant to be genuine or unique. They could have tried much more harder than this... 2 out of 10",0
"I happened to have seen this movie this morning on TCM. Very bad acting, low budget and poor plot are the impressions I felt while watching the movie. The only highlight of the movie was watching tender young Rita Moreno, (23 years old), playing a teenage Indian squaw in love with an older man in his 50's. She reminded me of a earlier version of Sue Lyon as Lolita (1962), only a more innocent Lolita. She bounces up and down like a 1950's teeny bopper, almost as if you would expect her to be chewing gum, falling all over this old man, willing to give him anything, as he plays it off like she's a hindrance to him. Any man in his 50's that had a beautiful, virgin, teenage girl willing to do ANYTHING for him and be his bride, would be insane not to take advantage of her. It's too bad that the censorship board back when this movie was released didn't permit more of an expansion of a character such as Rita Moreno's. The only reason why I gave this movie a 3 instead of a 1 is Rita Moreno's appearance in the movie.",0
"*SPOILERS!* When I first saw the preview for this, it looked like a good old fashioned hallmark movie. I love bluegrass music, so I couldn't wait to see it. When we rented the movie, we read the back and it sounded even better. The film was pretty boring for the first half, every now and then a song would be played. Then (i'm embarrassed typing this)a lesbian love seen came in. I that ther was something more then friendship between the teachers but I certainly didn't expect nudity and prolonged make out sessions. I was watching this with my mother and I was quite embarrassed, because I picked this movie. But besides that, it was an okay movie. The acting was fine, the actress who played Deladis was great. To be honest, the soundtrack was the best part of the movie. I don't care to see the movie again but i bought the soundtrack the day after I saw the movie. And there are continuation discs that follow. If I were you, I would skip the movie and just get the music.",0
"I read somewhere that Hollywood should concentrate on remaking bad movies and leave the classics alone. We can only hope. While this remake wasn't a total waste, I still wish I had the six bucks back to go toward a DVD of the original. Lots of violence and one of the worst endings I've ever seen. This version doesn't add anything new. It only reiterates why Hollywood should leave the good stuff alone.",0
"This film is terrible - honestly. The acting is terrible, the script made me cringe, the effects are completely lousy (which I usually don't mind for older films, but this was made just two years ago), and everything about it just annoys me. A few friends go out on Halloween into the woods and meet a witch and her cannibal son. Of course, before that it has the cliché ""You really believe that? Ha ha ha, it's just a story"" routine dragged out for a while. The witch's cannibal son was made a retard (I don't know if it was for comedy or to make it creepy, but this film failed at both). It has minimal gore and no nudity, which made a bad film even worse. Heck, the only good thing about this film is the leg eating scene, and even that could of been better.<br /><br />Honestly, don't even waste your time watching it on cable, and certainly don't consider buying or renting this, else you'll be kicking yourself for wasting time which could of been spent doing something more constructive or entertaining.",0
"I was expecting a very funny movie. Instead, I got a movie with a few funny jokes, and many that just didn't work. I didn't like the idea of bringing in Sherlock Holmes' and Moriarty's descendants. It was confusing. It would have been more funny if they just had someone new, instead of Moriarty resurrected. Some of the things were funny. Burt Kwouk was very funny, as always. McCloud on the horse was funny. The McGarrett from Hawaii 5-0 was not even McGarrett-like. Connie Booth obviously is very good with accents. She is from Indiana, but played English and a New Yorker pretty well. Unfortunately, she was not presented much into the script. I was expecting a more funny film. Instead, I got a rather confusing movie with a poor script. Rather ironic, since both Booth and Cleese were together on this one. Maybe they were about to break up in 77.",0
"My Take: The silliest of the AIRPORT movies, and probably one of the worst of the 70's disaster movies.<br /><br />As if to milk the franchise with all its got, the producers of this third sequel to AIRPORT throws in more action, silly subplots, gratuitous star appearances and goofier elements. In its attempt to be the biggest AIRPORT yet, CONCORDE: AIRPORT '79 is the worst one yet, and probably one of the worst of the disaster movies of the 1970's. With its bad box-office results, it is no wonder that the genre has overstayed its welcome.<br /><br />The film opens with a rather catchy score by Lalo Schifrin backed-up by some impressive shots of the titular aircraft in its former glory (the same plane used in this film would be involved in a crash in July 2000). But then the credits appear, and we get a glimpse of the ""all-star"" cast, which is composed nothing more of faded Hollywood stars, TV actors and none-too-popular B actors. The plot is sillier than ever: George Kennedy is back in the role of Joe Patroni, now the pilot of the Concorde (co piloted by co-pilot Alain Delon) en route to France after the Summer Olympics. On board is reporter Maggie Whelan (Susan Blakely), who has just discovered that his boyfriend, renowned weapons manufacturer Kevin Harrison (Robert Wagner), is selling their weapons to terrorist. To prevent her from revealing the news to the world, Harrison sends his most advance missiles and best saboteurs to prevent the Concorde from landing.<br /><br />The cast/subplots are dumber than ever, even sillier than an alcoholic Myrna Loy or a singing nun. We have Cicely Tyson transporting a live human heart in a cooler (!), Martha Raye as a woman with a bladder condition (and the character doesn't go deeper than that), J.J. Walker a a pot-smoking saxophonist (arguably the most annoying character in the film), Eddie Albert married to ""old"" wife Sybil Danning, Avery Schreiber as Russian coach with a deaf daughter and finally, a love story between reporter Jon Davidson and gymnast Andrea Marcovici (much to the sour watching-eye of coach Mercedes McCambidge). Plus the movie gets much closer to LOVE BOAT episode than ever with the silliest cameos of Charo (and her pet Chihuahua) and Bibi Anderson. Camp buffs will no doubt get a real kick-in-the-balls in this silly entry in a long strain of 70's disaster movies. This one is, in more than the sense of the word, a true disaster.<br /><br />Rating: *1/2 out of 5.",0
I still find it hard to believe that a fine - if overlong - novel by Dean Koontz was transformed into this utter excrement.<br /><br />This movie is so bad it's disgusting. Boos to all who participated. Shame on you!<br /><br />P.S. The fact that sequels have appeared just goes to show how little taste and discretion remains in Silver Screen Land.,0
"First of all, this movie is so confused that it is almost impossible to summarize it, since I myself did not understand this horrible story. Further, the unknown cast, leaded by an actress called Laura Mennell, is simply awful. The expressions and screams of the character Sara Tobias are laughable and ridiculous, confusing grimaces with acting. Last but not the least, there are many favorable reviews about this flick in IMDb as follows:<br /><br />- Top Notch- Can't wait to see more of the directors work  the author has only one review in IMDb on 24 September 2004;<br /><br />- Incredibly shot, amazingly intense  the author has only one review in IMDb on 12 August 2004; <br /><br />- Not your typical blood and gore, in fact better. 7/10  the author has only one review in IMDb on 13 February 2005;<br /><br />- As intense as Asian horror!! - the author has only one review in IMDb on 14 November 2004.<br /><br />Coincidence? Or are they the parents, relatives, friends or people hired by the production to promote this crap? My vote is three.<br /><br />Title (Brazil): ""11.11  A Nova Profecia"" (""11.11  The New Prophecy"")",0
"Florence Chadwick was actually the far more accomplished swimmer, of course. She swam the English Channel both directions. She swam from Catalina Island to the California coast. Marilyn Bell's is a sweet story, but the usual glorification of us Canadians in the face of a superior world. Another sample of our inferiority complex. Our political system works pretty well and the health system allows people not to die in hospital lobbies. That's pretty good. Better than Lebanon. What should we do about hockey though...? And curling. The notion of calling this a sport, of its inclusion in the Olympics...! ah, but we digress...",0
"Alright, so not every Australian movie is all that good. Yes, maybe there have actually been very few with much merit. Take Away however is an absolute bomb, qualifying as one of the worst movies I've ever seen. I wanted to like it. I figured I'd give it a fair go. I've even met one of the screen writers Dave O'neil so I feel kind of a traitor giving this movie a bad review, but... The plot is fairly thin (I won't bother relating it... read the synopsis), which I can forgive: there are plenty of movies that can cover that up with a few decent jokes. Unfortunately, Take Away's jokes cover its plot up like a $2 prostitute's skirt. Probably the only laughs that came from the 6 other people in the cinema was at the poor acting and dialogue. Take Away goes down like a week old Dim sim ... You might understand that joke if you see the film but the joke's not worth it.",0
"I remember when this was in theaters, reviews said it was horrible. Well, I didn't think it was that bad. It was amusing and had a lot of tongue-in-cheek humor concerning families around holiday time.<br /><br />Ben Affleck is a rich guy who needs to find a family for Christmas to please his girlfriend. He goes to visit the house he grew up in and strikes a deal to rent the family there for Christmas. I really liked the lawyer scene where they sign a contract. That was funny.<br /><br />So, he makes silly requests of the family and even writes scripts for them to read. Of course, the family has a hot daughter for the love interest. And he learns that the holidays aren't so bad after all.<br /><br />Also, the whole doo-dah act was funny, especially when they replaced the first one with a black guy, and the girlfriends's parents didn't even say anything about it. And the parts where doo-dah is hitting on his ""supposed daughter."" FINAL VERDICT: I thought it's worth checking out if you catch it on cable.",0
